"Behoerde","Delikt","Monat","bekanntgewordeneFaelle","davonVersuche","Aufklaerungsquote","longitude","latitude"
"Borken","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Oktober 2018",7,NA,85.71,6.8582247,51.8443183
"Borken","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Oktober 2014",3,1,66.67,6.8582247,51.8443183
"Borken","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2019",1,NA,100,6.8582247,51.8443183
"Borken","Raubüberfälle auf Straßen, Wegen oder Plätzen","September 2019",5,2,80,6.8582247,51.8443183
"Borken","Raubüberfälle auf Straßen, Wegen oder Plätzen","August 2019",1,1,100,6.8582247,51.8443183
"Borken","Raubüberfälle auf Straßen, Wegen oder Plätzen","Juli 2019",1,NA,0,6.8582247,51.8443183
"Borken","Raubüberfälle auf Straßen, Wegen oder Plätzen","Juni 2019",1,NA,0,6.8582247,51.8443183
"Borken","Raubüberfälle auf Straßen, Wegen oder Plätzen","Mai 2019",NA,NA,0,6.8582247,51.8443183
"Borken","Raubüberfälle auf Straßen, Wegen oder Plätzen","April 2019",2,NA,50,6.8582247,51.8443183
"Borken","Raubüberfälle auf Straßen, Wegen oder Plätzen","März 2019",2,1,0,6.8582247,51.8443183
"Borken","Raubüberfälle auf Straßen, Wegen oder Plätzen","Februar 2019",1,NA,0,6.8582247,51.8443183
"Borken","Raubüberfälle auf Straßen, Wegen oder Plätzen","Januar 2019",2,1,0,6.8582247,51.8443183
"Borken","Raubüberfälle auf Straßen, Wegen oder Plätzen","Dezember 2018",NA,NA,0,6.8582247,51.8443183
"Borken","Raubüberfälle auf Straßen, Wegen oder Plätzen","November 2018",3,1,66.67,6.8582247,51.8443183
"Borken","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2018",2,NA,0,6.8582247,51.8443183
"Borken","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2014",4,NA,25,6.8582247,51.8443183
"Borken","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2019",14,NA,92.86,6.8582247,51.8443183
"Borken","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","September 2019",13,2,76.92,6.8582247,51.8443183
"Borken","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","August 2019",11,3,81.82,6.8582247,51.8443183
"Borken","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Juli 2019",13,1,92.31,6.8582247,51.8443183
"Borken","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Juni 2019",7,NA,100,6.8582247,51.8443183
"Borken","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Mai 2019",12,1,75,6.8582247,51.8443183
"Borken","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","April 2019",13,NA,76.92,6.8582247,51.8443183
"Borken","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","März 2019",8,NA,75,6.8582247,51.8443183
"Borken","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Februar 2019",11,1,81.82,6.8582247,51.8443183
"Borken","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Januar 2019",10,1,90,6.8582247,51.8443183
"Borken","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Dezember 2018",11,NA,54.55,6.8582247,51.8443183
"Borken","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","November 2018",8,NA,87.5,6.8582247,51.8443183
"Borken","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2018",12,2,83.33,6.8582247,51.8443183
"Borken","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2014",13,4,61.54,6.8582247,51.8443183
"Borken","Taschendiebstahl","Oktober 2019",21,NA,4.76,6.8582247,51.8443183
"Borken","Taschendiebstahl","September 2019",17,NA,5.88,6.8582247,51.8443183
"Borken","Taschendiebstahl","August 2019",9,NA,0,6.8582247,51.8443183
"Borken","Taschendiebstahl","Juli 2019",16,1,0,6.8582247,51.8443183
"Borken","Taschendiebstahl","Juni 2019",6,1,16.67,6.8582247,51.8443183
"Borken","Taschendiebstahl","Mai 2019",11,1,9.09,6.8582247,51.8443183
"Borken","Taschendiebstahl","April 2019",14,NA,0,6.8582247,51.8443183
"Borken","Taschendiebstahl","März 2019",6,NA,0,6.8582247,51.8443183
"Borken","Taschendiebstahl","Februar 2019",2,NA,0,6.8582247,51.8443183
"Borken","Taschendiebstahl","Januar 2019",17,NA,0,6.8582247,51.8443183
"Borken","Taschendiebstahl","Dezember 2018",11,NA,0,6.8582247,51.8443183
"Borken","Taschendiebstahl","November 2018",13,NA,0,6.8582247,51.8443183
"Borken","Taschendiebstahl","Oktober 2018",9,NA,0,6.8582247,51.8443183
"Borken","Taschendiebstahl","Oktober 2014",24,NA,8.33,6.8582247,51.8443183
"Borken","Diebstahl von Fahrrädern","Oktober 2019",319,3,4.08,6.8582247,51.8443183
"Borken","Diebstahl von Fahrrädern","September 2019",189,3,13.23,6.8582247,51.8443183
"Borken","Diebstahl von Fahrrädern","August 2019",238,3,9.24,6.8582247,51.8443183
"Borken","Diebstahl von Fahrrädern","Juli 2019",344,4,3.49,6.8582247,51.8443183
"Borken","Diebstahl von Fahrrädern","Juni 2019",269,2,9.67,6.8582247,51.8443183
"Borken","Diebstahl von Fahrrädern","Mai 2019",200,4,4.5,6.8582247,51.8443183
"Borken","Diebstahl von Fahrrädern","April 2019",293,2,2.39,6.8582247,51.8443183
"Borken","Diebstahl von Fahrrädern","März 2019",322,2,2.8,6.8582247,51.8443183
"Borken","Diebstahl von Fahrrädern","Februar 2019",298,1,4.7,6.8582247,51.8443183
"Borken","Diebstahl von Fahrrädern","Januar 2019",182,4,4.95,6.8582247,51.8443183
"Borken","Diebstahl von Fahrrädern","Dezember 2018",293,4,4.78,6.8582247,51.8443183
"Borken","Diebstahl von Fahrrädern","November 2018",257,8,6.23,6.8582247,51.8443183
"Borken","Diebstahl von Fahrrädern","Oktober 2018",347,2,5.76,6.8582247,51.8443183
"Borken","Diebstahl von Fahrrädern","Oktober 2014",453,3,7.06,6.8582247,51.8443183
"Borken","Gewaltkriminalität","Oktober 2019",56,8,89.29,6.8582247,51.8443183
"Borken","Gewaltkriminalität","September 2019",55,9,87.27,6.8582247,51.8443183
"Borken","Gewaltkriminalität","August 2019",56,13,85.71,6.8582247,51.8443183
"Borken","Gewaltkriminalität","Juli 2019",65,8,81.54,6.8582247,51.8443183
"Borken","Gewaltkriminalität","Juni 2019",38,8,76.32,6.8582247,51.8443183
"Borken","Gewaltkriminalität","Mai 2019",43,6,86.05,6.8582247,51.8443183
"Borken","Gewaltkriminalität","April 2019",57,7,84.21,6.8582247,51.8443183
"Borken","Gewaltkriminalität","März 2019",58,5,72.41,6.8582247,51.8443183
"Borken","Gewaltkriminalität","Februar 2019",44,5,81.82,6.8582247,51.8443183
"Borken","Gewaltkriminalität","Januar 2019",41,7,75.61,6.8582247,51.8443183
"Borken","Gewaltkriminalität","Dezember 2018",34,2,79.41,6.8582247,51.8443183
"Borken","Gewaltkriminalität","November 2018",53,8,84.91,6.8582247,51.8443183
"Borken","Gewaltkriminalität","Oktober 2018",47,8,85.11,6.8582247,51.8443183
"Borken","Gewaltkriminalität","Oktober 2014",46,8,71.74,6.8582247,51.8443183
"Coesfeld","Einbruchdelikte","Oktober 2019",45,14,22.22,7.1691108,51.9458943
"Coesfeld","Einbruchdelikte","September 2019",28,10,21.43,7.1691108,51.9458943
"Coesfeld","Einbruchdelikte","August 2019",52,25,9.62,7.1691108,51.9458943
"Coesfeld","Einbruchdelikte","Juli 2019",47,15,21.28,7.1691108,51.9458943
"Coesfeld","Einbruchdelikte","Juni 2019",27,14,14.81,7.1691108,51.9458943
"Coesfeld","Einbruchdelikte","Mai 2019",67,20,11.94,7.1691108,51.9458943
"Coesfeld","Einbruchdelikte","April 2019",54,17,37.04,7.1691108,51.9458943
"Coesfeld","Einbruchdelikte","März 2019",42,12,4.76,7.1691108,51.9458943
"Coesfeld","Einbruchdelikte","Februar 2019",49,17,22.45,7.1691108,51.9458943
"Coesfeld","Einbruchdelikte","Januar 2019",29,10,20.69,7.1691108,51.9458943
"Coesfeld","Einbruchdelikte","Dezember 2018",42,18,7.14,7.1691108,51.9458943
"Coesfeld","Einbruchdelikte","November 2018",57,27,29.82,7.1691108,51.9458943
"Coesfeld","Einbruchdelikte","Oktober 2018",26,8,15.38,7.1691108,51.9458943
"Coesfeld","Einbruchdelikte","Oktober 2014",86,29,22.09,7.1691108,51.9458943
"Coesfeld","Wohnungseinbruchdiebstahl","Oktober 2019",11,3,36.36,7.1691108,51.9458943
"Coesfeld","Wohnungseinbruchdiebstahl","September 2019",13,5,15.38,7.1691108,51.9458943
"Coesfeld","Wohnungseinbruchdiebstahl","August 2019",24,10,16.67,7.1691108,51.9458943
"Coesfeld","Wohnungseinbruchdiebstahl","Juli 2019",15,7,40,7.1691108,51.9458943
"Coesfeld","Wohnungseinbruchdiebstahl","Juni 2019",7,4,42.86,7.1691108,51.9458943
"Coesfeld","Wohnungseinbruchdiebstahl","Mai 2019",44,10,9.09,7.1691108,51.9458943
"Coesfeld","Wohnungseinbruchdiebstahl","April 2019",24,10,58.33,7.1691108,51.9458943
"Coesfeld","Wohnungseinbruchdiebstahl","März 2019",16,2,6.25,7.1691108,51.9458943
"Coesfeld","Wohnungseinbruchdiebstahl","Februar 2019",19,7,47.37,7.1691108,51.9458943
"Coesfeld","Wohnungseinbruchdiebstahl","Januar 2019",2,NA,150,7.1691108,51.9458943
"Coesfeld","Wohnungseinbruchdiebstahl","Dezember 2018",25,12,4,7.1691108,51.9458943
"Coesfeld","Wohnungseinbruchdiebstahl","November 2018",22,10,22.73,7.1691108,51.9458943
"Coesfeld","Wohnungseinbruchdiebstahl","Oktober 2018",10,3,30,7.1691108,51.9458943
"Coesfeld","Wohnungseinbruchdiebstahl","Oktober 2014",53,22,18.87,7.1691108,51.9458943
"Coesfeld","Tageswohnungs-einbruchdiebstahl","Oktober 2019",2,1,0,7.1691108,51.9458943
"Coesfeld","Tageswohnungs-einbruchdiebstahl","September 2019",5,NA,20,7.1691108,51.9458943
"Coesfeld","Tageswohnungs-einbruchdiebstahl","August 2019",3,NA,33.33,7.1691108,51.9458943
"Coesfeld","Tageswohnungs-einbruchdiebstahl","Juli 2019",6,5,33.33,7.1691108,51.9458943
"Coesfeld","Tageswohnungs-einbruchdiebstahl","Juni 2019",2,1,50,7.1691108,51.9458943
"Coesfeld","Tageswohnungs-einbruchdiebstahl","Mai 2019",23,5,4.35,7.1691108,51.9458943
"Coesfeld","Tageswohnungs-einbruchdiebstahl","April 2019",12,5,50,7.1691108,51.9458943
"Coesfeld","Tageswohnungs-einbruchdiebstahl","März 2019",13,1,7.69,7.1691108,51.9458943
"Coesfeld","Tageswohnungs-einbruchdiebstahl","Februar 2019",11,4,63.64,7.1691108,51.9458943
"Coesfeld","Tageswohnungs-einbruchdiebstahl","Januar 2019",2,NA,100,7.1691108,51.9458943
"Coesfeld","Tageswohnungs-einbruchdiebstahl","Dezember 2018",14,7,7.14,7.1691108,51.9458943
"Coesfeld","Tageswohnungs-einbruchdiebstahl","November 2018",8,2,25,7.1691108,51.9458943
"Coesfeld","Tageswohnungs-einbruchdiebstahl","Oktober 2018",2,NA,50,7.1691108,51.9458943
"Coesfeld","Tageswohnungs-einbruchdiebstahl","Oktober 2014",8,2,25,7.1691108,51.9458943
"Coesfeld","Delikte der Straßenkriminalität","Oktober 2019",345,12,16.52,7.1691108,51.9458943
"Coesfeld","Delikte der Straßenkriminalität","September 2019",222,3,10.81,7.1691108,51.9458943
"Coesfeld","Delikte der Straßenkriminalität","August 2019",323,15,16.41,7.1691108,51.9458943
"Coesfeld","Delikte der Straßenkriminalität","Juli 2019",257,18,20.23,7.1691108,51.9458943
"Coesfeld","Delikte der Straßenkriminalität","Juni 2019",261,7,13.03,7.1691108,51.9458943
"Coesfeld","Delikte der Straßenkriminalität","Mai 2019",318,12,21.07,7.1691108,51.9458943
"Coesfeld","Delikte der Straßenkriminalität","April 2019",204,12,10.78,7.1691108,51.9458943
"Coesfeld","Delikte der Straßenkriminalität","März 2019",285,8,10.53,7.1691108,51.9458943
"Coesfeld","Delikte der Straßenkriminalität","Februar 2019",204,8,18.14,7.1691108,51.9458943
"Coesfeld","Delikte der Straßenkriminalität","Januar 2019",301,9,17.94,7.1691108,51.9458943
"Coesfeld","Delikte der Straßenkriminalität","Dezember 2018",265,9,14.34,7.1691108,51.9458943
"Coesfeld","Delikte der Straßenkriminalität","November 2018",252,20,16.27,7.1691108,51.9458943
"Coesfeld","Delikte der Straßenkriminalität","Oktober 2018",361,18,16.9,7.1691108,51.9458943
"Coesfeld","Delikte der Straßenkriminalität","Oktober 2014",412,17,12.14,7.1691108,51.9458943
"Coesfeld","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Oktober 2019",6,1,100,7.1691108,51.9458943
"Coesfeld","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","September 2019",4,1,100,7.1691108,51.9458943
"Coesfeld","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","August 2019",NA,NA,0,7.1691108,51.9458943
"Coesfeld","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Juli 2019",2,NA,100,7.1691108,51.9458943
"Coesfeld","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Juni 2019",4,1,75,7.1691108,51.9458943
"Coesfeld","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Mai 2019",1,NA,100,7.1691108,51.9458943
"Coesfeld","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","April 2019",4,NA,100,7.1691108,51.9458943
"Coesfeld","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","März 2019",2,NA,100,7.1691108,51.9458943
"Coesfeld","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Februar 2019",2,1,100,7.1691108,51.9458943
"Coesfeld","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Januar 2019",2,1,100,7.1691108,51.9458943
"Coesfeld","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Dezember 2018",NA,NA,0,7.1691108,51.9458943
"Coesfeld","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","November 2018",3,1,66.67,7.1691108,51.9458943
"Coesfeld","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Oktober 2018",2,NA,100,7.1691108,51.9458943
"Coesfeld","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Oktober 2014",2,NA,100,7.1691108,51.9458943
"Coesfeld","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2019",NA,NA,0,7.1691108,51.9458943
"Coesfeld","Raubüberfälle auf Straßen, Wegen oder Plätzen","September 2019",1,NA,0,7.1691108,51.9458943
"Coesfeld","Raubüberfälle auf Straßen, Wegen oder Plätzen","August 2019",1,NA,100,7.1691108,51.9458943
"Coesfeld","Raubüberfälle auf Straßen, Wegen oder Plätzen","Juli 2019",NA,NA,0,7.1691108,51.9458943
"Coesfeld","Raubüberfälle auf Straßen, Wegen oder Plätzen","Juni 2019",NA,NA,0,7.1691108,51.9458943
"Coesfeld","Raubüberfälle auf Straßen, Wegen oder Plätzen","Mai 2019",2,1,50,7.1691108,51.9458943
"Coesfeld","Raubüberfälle auf Straßen, Wegen oder Plätzen","April 2019",2,NA,50,7.1691108,51.9458943
"Coesfeld","Raubüberfälle auf Straßen, Wegen oder Plätzen","März 2019",NA,NA,0,7.1691108,51.9458943
"Coesfeld","Raubüberfälle auf Straßen, Wegen oder Plätzen","Februar 2019",2,NA,50,7.1691108,51.9458943
"Coesfeld","Raubüberfälle auf Straßen, Wegen oder Plätzen","Januar 2019",1,1,0,7.1691108,51.9458943
"Coesfeld","Raubüberfälle auf Straßen, Wegen oder Plätzen","Dezember 2018",3,NA,66.67,7.1691108,51.9458943
"Coesfeld","Raubüberfälle auf Straßen, Wegen oder Plätzen","November 2018",1,1,100,7.1691108,51.9458943
"Coesfeld","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2018",NA,NA,0,7.1691108,51.9458943
"Coesfeld","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2014",1,1,0,7.1691108,51.9458943
"Coesfeld","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2019",9,1,77.78,7.1691108,51.9458943
"Coesfeld","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","September 2019",5,NA,80,7.1691108,51.9458943
"Coesfeld","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","August 2019",6,2,66.67,7.1691108,51.9458943
"Coesfeld","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Juli 2019",7,1,85.71,7.1691108,51.9458943
"Coesfeld","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Juni 2019",3,NA,66.67,7.1691108,51.9458943
"Coesfeld","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Mai 2019",3,1,100,7.1691108,51.9458943
"Coesfeld","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","April 2019",7,1,57.14,7.1691108,51.9458943
"Coesfeld","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","März 2019",5,NA,60,7.1691108,51.9458943
"Coesfeld","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Februar 2019",5,NA,80,7.1691108,51.9458943
"Coesfeld","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Januar 2019",5,NA,100,7.1691108,51.9458943
"Coesfeld","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Dezember 2018",10,NA,70,7.1691108,51.9458943
"Coesfeld","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","November 2018",5,1,100,7.1691108,51.9458943
"Coesfeld","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2018",9,1,77.78,7.1691108,51.9458943
"Coesfeld","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2014",6,1,50,7.1691108,51.9458943
"Coesfeld","Taschendiebstahl","Oktober 2019",5,NA,0,7.1691108,51.9458943
"Coesfeld","Taschendiebstahl","September 2019",10,NA,0,7.1691108,51.9458943
"Coesfeld","Taschendiebstahl","August 2019",8,NA,0,7.1691108,51.9458943
"Coesfeld","Taschendiebstahl","Juli 2019",5,NA,0,7.1691108,51.9458943
"Coesfeld","Taschendiebstahl","Juni 2019",8,NA,0,7.1691108,51.9458943
"Coesfeld","Taschendiebstahl","Mai 2019",4,NA,0,7.1691108,51.9458943
"Coesfeld","Taschendiebstahl","April 2019",5,NA,20,7.1691108,51.9458943
"Coesfeld","Taschendiebstahl","März 2019",7,1,0,7.1691108,51.9458943
"Coesfeld","Taschendiebstahl","Februar 2019",7,NA,0,7.1691108,51.9458943
"Coesfeld","Taschendiebstahl","Januar 2019",25,1,12,7.1691108,51.9458943
"Coesfeld","Taschendiebstahl","Dezember 2018",13,NA,0,7.1691108,51.9458943
"Coesfeld","Taschendiebstahl","November 2018",7,NA,14.29,7.1691108,51.9458943
"Coesfeld","Taschendiebstahl","Oktober 2018",19,NA,0,7.1691108,51.9458943
"Coesfeld","Taschendiebstahl","Oktober 2014",17,NA,5.88,7.1691108,51.9458943
"Coesfeld","Diebstahl von Fahrrädern","Oktober 2019",127,2,13.39,7.1691108,51.9458943
"Coesfeld","Diebstahl von Fahrrädern","September 2019",83,1,6.02,7.1691108,51.9458943
"Coesfeld","Diebstahl von Fahrrädern","August 2019",105,2,6.67,7.1691108,51.9458943
"Coesfeld","Diebstahl von Fahrrädern","Juli 2019",77,6,10.39,7.1691108,51.9458943
"Coesfeld","Diebstahl von Fahrrädern","Juni 2019",117,3,3.42,7.1691108,51.9458943
"Coesfeld","Diebstahl von Fahrrädern","Mai 2019",103,2,1.94,7.1691108,51.9458943
"Coesfeld","Diebstahl von Fahrrädern","April 2019",60,2,1.67,7.1691108,51.9458943
"Coesfeld","Diebstahl von Fahrrädern","März 2019",122,1,6.56,7.1691108,51.9458943
"Coesfeld","Diebstahl von Fahrrädern","Februar 2019",46,1,10.87,7.1691108,51.9458943
"Coesfeld","Diebstahl von Fahrrädern","Januar 2019",84,2,5.95,7.1691108,51.9458943
"Coesfeld","Diebstahl von Fahrrädern","Dezember 2018",75,2,25.33,7.1691108,51.9458943
"Coesfeld","Diebstahl von Fahrrädern","November 2018",102,3,9.8,7.1691108,51.9458943
"Coesfeld","Diebstahl von Fahrrädern","Oktober 2018",128,5,5.47,7.1691108,51.9458943
"Coesfeld","Diebstahl von Fahrrädern","Oktober 2014",191,1,4.71,7.1691108,51.9458943
"Coesfeld","Gewaltkriminalität","Oktober 2019",30,4,93.33,7.1691108,51.9458943
"Coesfeld","Gewaltkriminalität","September 2019",15,1,86.67,7.1691108,51.9458943
